episode,score,steps,total_steps,exploration,mean_loss,elapsed_seconds,terminated,truncated
116,540.0,515,70668,0.2,0.11068603719851768,261.19333575014025,True,False
117,560.0,647,71315,0.2,0.11582597725741241,263.3566484171897,True,False
118,820.0,589,71904,0.2,0.11555935709258995,265.34762854198925,True,False
119,350.0,457,72361,0.2,0.11048300082288813,266.8883889580611,True,False
120,240.0,384,72745,0.2,0.10957128327572718,268.1876605830621,True,False
121,390.0,514,73259,0.2,0.12165417749201879,269.91442966717295,True,False
122,460.0,523,73782,0.2,0.10680214234606455,271.7842215420678,True,False
123,500.0,454,74236,0.2,0.13840560007252192,273.35885029216297,True,False
124,1810.0,1106,75342,0.2,0.11780829085846958,279.4977706251666,True,False
125,490.0,433,75775,0.2,0.1221874466303874,283.9267189169768,True,False
126,700.0,605,76380,0.2,0.11371743063883562,286.7209144581575,True,False
127,730.0,537,76917,0.2,0.13539233432610087,288.5017465001438,True,False
128,360.0,463,77380,0.2,0.10412073339303506,290.0495496671647,True,False
129,1020.0,700,78080,0.2,0.12049840380038535,292.37333087506704,True,False
130,550.0,521,78601,0.2,0.08954279417745196,294.1274839581456,True,False
131,800.0,1034,79635,0.2,0.10531117283385391,297.55374779202975,True,False
132,520.0,458,80093,0.2,0.10931040027543254,299.1034827081021,True,False
133,470.0,492,80585,0.2,0.09879605246450358,300.77279329206795,True,False
134,980.0,705,81290,0.2,0.08836434126450596,303.1309334170073,True,False
135,970.0,841,82131,0.2,0.10328716609981797,305.9374105420429,True,False
136,2330.0,760,82891,0.2,0.08052330519023694,313.1108083750587,True,False
137,320.0,362,83253,0.2,0.09734625060234096,314.4412288751919,True,False
138,690.0,596,83849,0.2,0.09471888772693256,316.42990287509747,True,False
139,840.0,742,84591,0.2,0.11370228949833561,318.8894355830271,True,False
140,630.0,570,85161,0.2,0.1016835708535843,321.25650275009684,True,False
141,520.0,509,85670,0.2,0.0973318933296626,322.9905802500434,True,False
142,400.0,418,86088,0.2,0.106251675032434,325.2061026250012,True,False
143,440.0,496,86584,0.2,0.10239085313984223,326.9343700001482,True,False
144,810.0,665,87249,0.2,0.10234168397419784,331.07982433307916,True,False
145,770.0,796,88045,0.2,0.09191425582721605,334.9542648331262,True,False
146,1480.0,995,89040,0.2,0.10869961230450845,341.5657570420299,True,False
147,2030.0,517,89557,0.2,0.10925948403255883,343.4627203331329,True,False
148,1990.0,1027,90584,0.2,0.10664434390367238,350.7523007921409,True,False
149,1810.0,893,91477,0.2,0.088258068524134,354.8591666670982,True,False
150,1060.0,795,92272,0.2,0.08738805073776737,360.948692291975,True,False
151,1460.0,712,92984,0.2,0.08438917631388046,366.4611065001227,True,False
152,170.0,343,93327,0.2,0.08757646642625332,369.7510822080076,True,False
153,750.0,581,93908,0.2,0.09805017570671562,371.76793308299966,True,False
154,790.0,622,94530,0.2,0.10255551588150763,373.85506525007077,True,False
155,590.0,544,95074,0.2,0.1045143942362355,375.90154550014995,True,False
156,510.0,482,95556,0.2,0.10754290730346086,377.5386792921927,True,False
157,1540.0,819,96375,0.2,0.09315849187802158,381.41822350001894,True,False
158,310.0,336,96711,0.2,0.14772477559745312,383.864816167159,True,False
159,200.0,351,97062,0.2,0.10690874194684015,386.7604295001365,True,False
160,590.0,729,97791,0.2,0.12327370803373364,392.9152912921272,True,False
161,210.0,347,98138,0.2,0.11981767822784939,395.24798970809206,True,False
162,1000.0,899,99037,0.2,0.11812995841933621,398.88761841715313,True,False
163,1020.0,825,99862,0.2,0.10548826895690369,401.62918104208075,True,False
164,840.0,607,100469,0.2,0.14670356131452872,403.8104005830828,True,False
165,710.0,692,101161,0.2,0.10997489380052669,406.5235521669965,True,False
166,510.0,514,101675,0.2,0.10081978439848172,408.2744375001639,True,False
167,1210.0,764,102439,0.2,0.09443299804146144,410.80464066704735,True,False
168,330.0,355,102794,0.2,0.08908382041400738,412.0121900001541,True,False
169,480.0,499,103293,0.2,0.10538194699585438,413.68177837505937,True,False
170,640.0,505,103798,0.2,0.11929052358581907,415.3693116251379,True,False
171,760.0,925,104723,0.2,0.10318026526375508,418.90347283310257,True,False
172,1920.0,775,105498,0.2,0.0975224950024378,422.5847335001454,True,False
173,1260.0,811,106309,0.2,0.11239857965245328,426.73277608305216,True,False
174,710.0,627,106936,0.2,0.09732335235235418,428.86929862503894,True,False
175,710.0,605,107541,0.2,0.10101458675764649,430.87541345809586,True,False
176,370.0,444,107985,0.2,0.09320131776569125,433.23221158306114,True,False
177,570.0,553,108538,0.2,0.11021277907749881,435.0773549170699,True,False
178,280.0,308,108846,0.2,0.10114886931010655,436.1118301250972,True,False
179,540.0,505,109351,0.2,0.12200447738850637,437.80565858306363,True,False
180,1980.0,572,109923,0.2,0.10547516746381363,439.71465425007045,True,False
181,1120.0,926,110849,0.2,0.11667491048413875,442.8136120829731,True,False
182,500.0,578,111427,0.2,0.11704932217900124,444.7531248750165,True,False
183,360.0,383,111810,0.2,0.11542486764180164,446.0463735831436,True,False
184,980.0,716,112526,0.2,0.10836939766545202,448.44236666709185,True,False
185,290.0,390,112916,0.2,0.10056140820248699,449.76592662511393,True,False
186,500.0,502,113418,0.2,0.10655146144330502,451.44814454205334,True,False
187,870.0,777,114195,0.2,0.09993813057266868,454.0557832501363,True,False
188,970.0,698,114893,0.2,0.09219796537288598,456.3977563751396,True,False
189,730.0,635,115528,0.2,0.11283239444026595,458.5219897921197,True,False
190,510.0,491,116019,0.2,0.10772174492966934,460.18314404203556,True,False
191,240.0,380,116399,0.2,0.12686923448192447,461.4748302081134,True,False
192,970.0,673,117072,0.2,0.11437744791647034,463.7184675000608,True,False
193,260.0,384,117456,0.2,0.10499371663900092,465.00038808304816,True,False
194,750.0,646,118102,0.2,0.10416473476042659,467.1578454580158,True,False
195,260.0,409,118511,0.2,0.1341449653264135,468.54296495812014,True,False
196,320.0,505,119016,0.2,0.11504782534637086,470.2361247080844,True,False
197,530.0,472,119488,0.2,0.11839458099329624,471.82916016713716,True,False
198,440.0,486,119974,0.2,0.13498212032266393,474.6449568751268,True,False
199,370.0,455,120429,0.2,0.1309014493599534,476.2559285000898,True,False
200,600.0,690,121119,0.2,0.13703418980071017,478.5532205000054,True,False
201,650.0,521,121640,0.2,0.12791655851058834,481.19408854213543,True,False
202,1170.0,610,122250,0.2,0.11712298191177022,483.21876558312215,True,False
203,490.0,466,122716,0.2,0.13285124763591677,484.7861064581666,True,False
204,1150.0,745,123461,0.2,0.12434534965363402,487.57079562498257,True,False
205,1130.0,926,124387,0.2,0.10377037921089889,490.6637097080238,True,False
206,1640.0,840,125227,0.2,0.11331126382130952,493.4513737920206,True,False
207,1500.0,848,126075,0.2,0.10706937774348091,496.2637154581025,True,False
208,510.0,563,126638,0.2,0.09167607040111478,498.1521042920649,True,False
209,380.0,425,127063,0.2,0.07927620493508172,499.5792635420803,True,False
210,680.0,505,127568,0.2,0.09770437676136888,501.2863397500478,True,False
211,1070.0,742,128310,0.2,0.09777522866639334,503.743838542141,True,False
212,1540.0,845,129155,0.2,0.09078980198845056,506.5511326249689,True,False
213,580.0,498,129653,0.2,0.08909301447868347,508.2432903749868,True,False
214,1110.0,724,130377,0.2,0.10852581322275473,510.6628097500652,True,False
215,1910.0,1061,131438,0.2,0.10104599055605677,514.2252056670841,True,False
216,950.0,630,132068,0.2,0.10351314095049342,516.3352898750454,True,False
217,400.0,497,132565,0.2,0.09889295436592112,517.9933650421444,True,False
218,350.0,338,132903,0.2,0.10827627458742686,519.2917159171775,True,False
219,340.0,388,133291,0.2,0.09829624185396224,521.3525670419913,True,False
220,640.0,655,133946,0.2,0.09953103755123732,523.5460981251672,True,False
221,910.0,722,134668,0.2,0.10303619892969317,526.690717042191,True,False
222,840.0,595,135263,0.2,0.10559936129563563,528.6964036251884,True,False
223,370.0,460,135723,0.2,0.10230229760965576,530.8478634171188,True,False
224,670.0,526,136249,0.2,0.10285790580691713,532.6265003331937,True,False
225,2090.0,860,137109,0.2,0.09410213568616052,535.4995819581673,True,False
226,2360.0,837,137946,0.2,0.09304109959012014,540.6226837499999,True,False
227,260.0,388,138334,0.2,0.10202157420595896,542.0490495001432,True,False
228,560.0,467,138801,0.2,0.11425659713200015,543.6405928751919,True,False
229,210.0,322,139123,0.2,0.11387556188274175,544.7752060829662,True,False
230,730.0,792,139915,0.2,0.11766606392432945,547.458723958116,True,False
231,430.0,485,140400,0.2,0.1197995205913655,549.2599447921384,True,False
232,390.0,467,140867,0.2,0.10087800465909572,551.4087550831027,True,False
233,1360.0,919,141786,0.2,0.12530581878255243,554.5254372500349,True,False
234,2080.0,738,142524,0.2,0.11505141096139276,556.9969292080496,True,False
235,550.0,701,143225,0.2,0.10934412901422808,560.611365250079,True,False
236,380.0,517,143742,0.2,0.11262040947701117,563.3312547500245,True,False
237,1310.0,693,144435,0.2,0.1181629823703814,567.0605242920574,True,False
238,1280.0,773,145208,0.2,0.1034684847589083,569.6649357501883,True,False
239,340.0,487,145695,0.2,0.10274074743078514,571.3436352920253,True,False
240,1380.0,745,146440,0.2,0.09782520698054749,573.8989590420388,True,False
241,910.0,888,147328,0.2,0.09905235606103062,577.5812961671036,True,False
242,500.0,434,147762,0.2,0.09285514368848116,580.53006383311,True,False
243,360.0,560,148322,0.2,0.11122194686904549,584.1956777081359,True,False
244,230.0,370,148692,0.2,0.09540170953879433,586.3817079581786,True,False
245,370.0,599,149291,0.2,0.10489805839680785,588.6852935829666,True,False
246,1500.0,855,150146,0.2,0.10793707732581229,592.3488474171609,True,False
247,1260.0,545,150691,0.2,0.11435322392293636,594.7005872500595,True,False
248,1130.0,712,151403,0.2,0.09013128879197528,598.7036557500251,True,False
249,500.0,454,151857,0.2,0.11178710105779924,602.097885500174,True,False
250,830.0,629,152486,0.2,0.09354866816881735,605.682111625094,True,False
251,650.0,576,153062,0.2,0.09897632418303853,608.4844582080841,True,False
252,440.0,558,153620,0.2,0.11575343435896294,610.51386641711,True,False
253,510.0,587,154207,0.2,0.08251344351965474,612.5309439580888,True,False
254,450.0,468,154675,0.2,0.10025724020396543,614.5793681670912,True,False
255,440.0,558,155233,0.2,0.07859319029375911,616.4846012080088,True,False
256,420.0,479,155712,0.2,0.12377038951963186,618.167798666982,True,False
257,330.0,343,156055,0.2,0.10136073034475832,620.7491247081198,True,False
258,340.0,545,156600,0.2,0.12755911910131465,622.63370541716,True,False
259,250.0,324,156924,0.2,0.09218885193084493,623.7287663749885,True,False
260,630.0,729,157653,0.2,0.11397322879305907,626.1846214169636,True,False
261,570.0,570,158223,0.2,0.0987766748818923,628.1541432500817,True,False
262,460.0,437,158660,0.2,0.11118867664851925,629.6434012921527,True,False
263,510.0,594,159254,0.2,0.11591845872887485,631.6605219580233,True,False
264,650.0,726,159980,0.2,0.09720212691924074,635.6297113751061,True,False
265,1300.0,769,160749,0.2,0.0984019000364545,638.221902417019,True,False
266,410.0,578,161327,0.2,0.09456690035424092,640.1733221670147,True,False
267,440.0,658,161985,0.2,0.11269514729466402,642.5887543749996,True,False
268,950.0,882,162867,0.2,0.09300245395861566,647.1674248331692,True,False
269,1480.0,625,163492,0.2,0.0992409486359187,649.285110542085,True,False
270,1650.0,1188,164680,0.2,0.08930866509324774,657.9240556249861,True,False
271,600.0,551,165231,0.2,0.08234608747119451,659.8941492501181,True,False
272,660.0,666,165897,0.2,0.0856459705036379,662.167833250016,True,False
273,320.0,371,166268,0.2,0.075043020149072,663.5596013751347,True,False
274,1170.0,942,167210,0.2,0.092146883060799,666.8496673330665,True,False
275,510.0,459,167669,0.2,0.09694528339997582,668.4308989171404,True,False
276,520.0,458,168127,0.2,0.1080756068899574,670.8198337501381,True,False
277,730.0,774,168901,0.2,0.09256719880420522,673.4127716249786,True,False
278,440.0,564,169465,0.2,0.08339838603022673,675.4196667920332,True,False
279,770.0,715,170180,0.2,0.10967653132871043,677.8464987501502,True,False
280,460.0,523,170703,0.2,0.08638256601272867,679.5976578330155,True,False
281,1030.0,662,171365,0.2,0.10876243592363345,681.9510349170305,True,False
282,1510.0,955,172320,0.2,0.09112077974422082,685.176562583074,True,False
283,420.0,486,172806,0.2,0.08405949287732278,686.8157752081752,True,False
284,600.0,661,173467,0.2,0.09855945961493434,689.0667320829816,True,False
285,460.0,553,174020,0.2,0.09583472594511595,691.009795667138,True,False
286,850.0,696,174716,0.2,0.09485493320436485,693.4042236250825,True,False
287,590.0,536,175252,0.2,0.10580770736004212,695.2402966669761,True,False
288,310.0,396,175648,0.2,0.09037222584352048,697.5657518750522,True,False
289,380.0,482,176130,0.2,0.12338596181944013,699.6362732080743,True,False
290,1600.0,1049,177179,0.2,0.09988386588142688,703.8195331671741,True,False
291,340.0,435,177614,0.2,0.10936114046756827,705.3664174170699,True,False
292,190.0,339,177953,0.2,0.08366323207669399,707.9082510001026,True,False
293,290.0,365,178318,0.2,0.14184961443418984,709.1998683749698,True,False
294,750.0,1065,179383,0.2,0.11091362562772811,712.8267532500904,True,False
295,610.0,650,180033,0.2,0.10002261739612722,715.0603897501715,True,False
296,520.0,488,180521,0.2,0.08957741185106703,716.7483632920776,True,False
297,1640.0,921,181442,0.2,0.11073264703154564,720.8581715421751,True,False
298,350.0,386,181828,0.2,0.09229520629592163,722.3064524170477,True,False
299,560.0,549,182377,0.2,0.09456333677100874,724.1881804170553,True,False
300,440.0,449,182826,0.2,0.1042806466159943,725.7093529580161,True,False
301,450.0,515,183341,0.2,0.11059684639926566,728.3371656250674,True,False
302,400.0,416,183757,0.2,0.11969016114464746,729.7533732920419,True,False
303,930.0,652,184409,0.2,0.11355816180949196,731.9494302081876,True,False
304,390.0,408,184817,0.2,0.12799239005236066,733.3787495000288,True,False
305,780.0,622,185439,0.2,0.11188206717131599,735.5065144170076,True,False
306,520.0,505,185944,0.2,0.10319810385603136,737.251961958129,True,False
307,570.0,502,186446,0.2,0.1187134108543396,738.9509313330054,True,False
308,1660.0,904,187350,0.2,0.13853257840944339,742.0065163751133,True,False
309,1400.0,873,188223,0.2,0.11365902062864341,744.9189210829791,True,False
310,550.0,598,188821,0.2,0.08966902300715446,747.0245039169677,True,False
311,300.0,377,189198,0.2,0.09605689796599302,748.5275295830797,True,False
312,940.0,735,189933,0.2,0.09674842707286387,751.3167128330097,True,False
313,320.0,435,190368,0.2,0.1067680936272538,752.8228550420608,True,False
314,610.0,650,191018,0.2,0.10237474242846172,754.9764968331438,True,False
315,840.0,720,191738,0.2,0.09676331375311646,758.4325958329719,True,False
316,800.0,820,192558,0.2,0.15687096285202154,762.1472155831289,True,False
317,780.0,824,193382,0.2,0.09506684743338129,765.7704223750625,True,False
318,820.0,892,194274,0.2,0.09556690660710426,768.8159762499854,True,False
319,830.0,769,195043,0.2,0.10098564709672549,771.430057708174,True,False
320,1040.0,790,195833,0.2,0.08760110721594155,778.4154923330061,True,False
321,910.0,877,196710,0.2,0.08186768294741574,782.125531458063,True,False
322,480.0,495,197205,0.2,0.08206606737428135,783.812763791997,True,False
323,470.0,521,197726,0.2,0.10273509810033898,785.5666725421324,True,False
324,340.0,421,198147,0.2,0.08310809645446993,786.9960029581562,True,False
325,490.0,478,198625,0.2,0.08278820554260165,788.6380373330321,True,False
326,1080.0,907,199532,0.2,0.11208145754485666,793.0330086250324,True,False
327,330.0,403,199935,0.2,0.09550033980980516,794.4282124170568,True,False
328,360.0,413,200348,0.2,0.11420183676259163,796.1992158330977,True,False
329,440.0,551,200899,0.2,0.12025058771191287,798.0570455421694,True,False
330,820.0,642,201541,0.2,0.12359730294841972,800.2914484171197,True,False
331,870.0,788,202329,0.2,0.11377004566626046,802.9393662919756,True,False
332,940.0,767,203096,0.2,0.10024517178438448,808.2661025831476,True,False
333,550.0,502,203598,0.2,0.09749611517041921,811.9736617081799,True,False
334,470.0,548,204146,0.2,0.10991992088320264,813.838291333057,True,False
335,900.0,669,204815,0.2,0.09790713927836832,816.0673285420053,True,False
336,1240.0,652,205467,0.2,0.10927593645188341,818.2690577080939,True,False
337,980.0,1088,206555,0.2,0.10847180086420849,821.9046175000258,True,False
338,450.0,493,207048,0.2,0.09529299604436083,823.5849325831514,True,False
339,430.0,462,207510,0.2,0.10292930128457753,825.1406580000184,True,False
340,940.0,751,208261,0.2,0.09544250561776473,827.6677805001382,True,False
341,570.0,533,208794,0.2,0.10213651950646163,829.4566150000319,True,False
342,280.0,462,209256,0.2,0.09017496254166653,831.0333168751094,True,False
343,420.0,587,209843,0.2,0.1174789035616264,833.0037842500024,True,False
344,460.0,595,210438,0.2,0.074900062635991,836.8765045420732,True,False
345,400.0,454,210892,0.2,0.12211039600272973,838.4338834171649,True,False
346,440.0,550,211442,0.2,0.10651262958336921,840.3351302500814,True,False
347,460.0,478,211920,0.2,0.11031255397635202,842.7963225829881,True,False
348,900.0,782,212702,0.2,0.13626965657831766,848.8337986671831,True,False
349,370.0,503,213205,0.2,0.114541549575589,850.5893282080069,True,False
350,350.0,497,213702,0.2,0.09133679080273836,852.4158732080832,True,False
351,780.0,761,214463,0.2,0.11758738788040846,856.3307580421679,True,False
352,690.0,563,215026,0.2,0.1302073677763977,858.8634055831935,True,False
353,1500.0,819,215845,0.2,0.11048496107048378,861.6308923750184,True,False
354,510.0,574,216419,0.2,0.09969893328428685,863.5796603751369,True,False
355,930.0,712,217131,0.2,0.0941387041487595,867.7249317080714,True,False
356,390.0,430,217561,0.2,0.11542592949613377,869.4817942080554,True,False
357,870.0,603,218164,0.2,0.10760382011483442,871.4914090000093,True,False
358,560.0,498,218662,0.2,0.11009000758490255,873.1545792920515,True,False
359,800.0,595,219257,0.2,0.11817999911688318,875.1553264581598,True,False
360,360.0,436,219693,0.2,0.10212788269470591,876.6212487921584,True,False
361,840.0,598,220291,0.2,0.09782367274665192,878.6212803330272,True,False
362,400.0,472,220763,0.2,0.15647165157627,880.2101247080136,True,False
363,480.0,564,221327,0.2,0.11887345990126437,883.8512987920549,True,False
364,1040.0,751,222078,0.2,0.09106878908549218,887.8276957080234,True,False
365,400.0,615,222693,0.2,0.08844683606588802,889.876154167112,True,False
366,470.0,506,223199,0.2,0.09488455635598964,891.5804950830061,True,False
367,690.0,825,224024,0.2,0.07921729227842916,894.2986593330279,True,False
368,530.0,559,224583,0.2,0.08757569394308887,896.1574142500758,True,False
369,130.0,296,224879,0.2,0.08697776388175585,897.1301373750903,True,False
370,750.0,612,225491,0.2,0.09004854644021762,899.2025094581768,True,False
371,910.0,614,226105,0.2,0.1194088796951941,901.3527628751472,True,False
372,1090.0,1032,227137,0.2,0.10791252612663332,905.5083133750595,True,False
373,870.0,720,227857,0.2,0.10009092924495538,908.1251374580897,True,False
374,1300.0,895,228752,0.2,0.09793145490610707,911.2964765001088,True,False
375,2820.0,964,229716,0.2,0.1120825200399608,915.2994935421739,True,False
376,620.0,639,230355,0.2,0.08731481560605502,918.395033917157,True,False
377,740.0,559,230914,0.2,0.06511062635108829,920.3037200421095,True,False
378,770.0,806,231720,0.2,0.10301543301948816,923.0568993331399,True,False
379,350.0,392,232112,0.2,0.08280287032984958,924.4138793749735,True,False
380,600.0,553,232665,0.2,0.09623042120854708,926.306367208017,True,False
381,1100.0,712,233377,0.2,0.11619356074736695,928.7747262080666,True,False
382,300.0,410,233787,0.2,0.11129665511715062,930.1793420000467,True,False
383,480.0,458,234245,0.2,0.09630766603285852,931.7687192501035,True,False
384,520.0,541,234786,0.2,0.09606521132367629,933.7013692501932,True,False
385,490.0,493,235279,0.2,0.08800394206148822,935.4347104581539,True,False
