episode,score,steps,total_steps,exploration,mean_loss,elapsed_seconds,terminated,truncated
88,1000.0,783,54073,0.2,0.09255169345807208,199.83478616690263,True,False
89,570.0,571,54644,0.2,0.08883267597432111,201.7587368329987,True,False
90,320.0,365,55009,0.2,0.10136489706257215,202.99856412503868,True,False
91,990.0,712,55721,0.2,0.10647810529394264,205.404036416905,True,False
92,490.0,425,56146,0.2,0.10462635170387209,206.83693479187787,True,False
93,800.0,602,56748,0.2,0.10618968082234165,208.8825788749382,True,False
94,550.0,489,57237,0.2,0.09665950160229304,210.53661470790394,True,False
95,450.0,492,57729,0.2,0.10961912846480443,212.1977732500527,True,False
96,1530.0,651,58380,0.2,0.10222757391723021,214.40620883298106,True,False
97,510.0,501,58881,0.2,0.13036815679073332,216.09871604200453,True,False
98,1290.0,996,59877,0.2,0.10022613601422453,219.43424375005998,True,False
99,490.0,543,60420,0.2,0.09368257540935541,221.27418866707012,True,False
100,560.0,799,61219,0.2,0.09515099529289271,223.93031341698952,True,False
